# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2018-01-02;14:45;285,21;71,68;992,29;5,45;338,25;0,015733;0,000000;0,000000;20,3345
2018-01-02;15:00;284,94;72,36;992,57;5,40;340,21;0,013805;0,000000;0,000000;14,4586
2018-01-02;15:15;284,66;73,03;992,85;5,36;342,19;0,011876;0,000000;0,000000;9,2249
2018-01-02;15:30;284,39;73,71;993,13;5,32;344,20;0,009947;0,000000;0,000000;4,7016
2018-01-02;15:45;284,14;74,15;993,42;5,34;346,27;0,008178;0,000000;0,000000;0,9537
2018-01-02;16:00;283,91;74,34;993,72;5,40;348,33;0,006568;0,000000;0,000000;0,0000
2018-01-02;16:15;283,68;74,52;994,02;5,47;350,34;0,004958;0,000000;0,000000;0,0000
2018-01-02;16:30;283,45;74,68;994,32;5,55;352,29;0,003348;0,000000;0,000000;0,0000
2018-01-02;16:45;283,23;74,81;994,59;5,61;354,07;0,002269;0,000000;0,000000;0,0000
2018-01-02;17:00;283,01;74,89;994,83;5,63;355,70;0,001721;0,000000;0,000000;0,0000
2018-01-02;17:15;282,79;74,96;995,06;5,66;357,32;0,001173;0,000000;0,000000;0,0000
2018-01-02;17:30;282,58;75,02;995,30;5,69;358,92;0,000625;0,000000;0,000000;0,0000
2018-01-02;17:45;282,36;75,12;995,56;5,69;359,91;0,000322;0,000000;0,000000;0,0000
2018-01-02;18:00;282,14;75,27;995,83;5,66;0,32;0,000264;0,000000;0,000000;0,0000
2018-01-02;18:15;281,92;75,42;996,09;5,63;0,73;0,000206;0,000000;0,000000;0,0000
2018-01-02;18:30;281,70;75,55;996,36;5,59;1,15;0,000148;0,000000;0,000000;0,0000
2018-01-02;18:45;281,51;75,70;996,58;5,52;1,33;0,000112;0,000000;0,000000;0,0000
2018-01-02;19:00;281,35;75,86;996,76;5,40;1,27;0,000098;0,000000;0,000000;0,0000
2018-01-02;19:15;281,19;76,02;996,94;5,29;1,21;0,000084;0,000000;0,000000;0,0000
2018-01-02;19:30;281,03;76,18;997,12;5,17;1,15;0,000070;0,000000;0,000000;0,0000
2018-01-02;19:45;280,91;76,18;997,25;5,04;0,98;0,000059;0,000000;0,000000;0,0000
2018-01-02;20:00;280,83;76,04;997,31;4,90;0,70;0,000051;0,000000;0,000000;0,0000
2018-01-02;20:15;280,75;75,88;997,37;4,75;0,40;0,000043;0,000000;0,000000;0,0000
2018-01-02;20:30;280,67;75,73;997,44;4,61;0,08;0,000036;0,000000;0,000000;0,0000
2018-01-02;20:45;280,61;75,60;997,52;4,49;359,73;0,000029;0,000000;0,000000;0,0000
2018-01-02;21:00;280,58;75,49;997,63;4,41;359,36;0,000025;0,000000;0,000000;0,0000
2018-01-02;21:15;280,54;75,39;997,75;4,33;358,97;0,000020;0,000000;0,000000;0,0000
2018-01-02;21:30;280,51;75,28;997,86;4,26;358,56;0,000016;0,000000;0,000000;0,0000
2018-01-02;21:45;280,50;75,13;997,94;4,18;358,08;0,000012;0,000000;0,000000;0,0000
2018-01-02;22:00;280,51;74,94;998,01;4,10;357,51;0,000010;0,000000;0,000000;0,0000
2018-01-02;22:15;280,52;74,75;998,07;4,02;356,92;0,000009;0,000000;0,000000;0,0000
2018-01-02;22:30;280,53;74,56;998,13;3,94;356,30;0,000007;0,000000;0,000000;0,0000
2018-01-02;22:45;280,54;74,38;998,19;3,87;355,43;0,000005;0,000000;0,000000;0,0000
2018-01-02;23:00;280,57;74,21;998,25;3,81;354,29;0,000004;0,000000;0,000000;0,0000
2018-01-02;23:15;280,59;74,03;998,30;3,75;353,12;0,000003;0,000000;0,000000;0,0000
2018-01-02;23:30;280,62;73,85;998,36;3,70;351,91;0,000002;0,000000;0,000000;0,0000
2018-01-02;23:45;280,65;73,60;998,43;3,64;350,72;0,000001;0,000000;0,000000;0,0000
2018-01-02;24:00;280,69;73,25;998,53;3,58;349,57;0,000001;0,000000;0,000000;0,0000
2018-01-03;00:15;280,74;72,91;998,64;3,52;348,37;0,000001;0,000000;0,000000;0,0000
2018-01-03;00:30;280,78;72,57;998,74;3,47;347,14;0,000000;0,000000;0,000000;0,0000
2018-01-03;00:45;280,83;72,14;998,81;3,39;345,81;0,000000;0,000000;0,000000;0,0000
2018-01-03;01:00;280,89;71,61;998,85;3,30;344,36;0,000000;0,000000;0,000000;0,0000
2018-01-03;01:15;280,95;71,09;998,89;3,21;342,83;0,000000;0,000000;0,000000;0,0000
2018-01-03;01:30;281,01;70,58;998,93;3,12;341,21;0,000000;0,000000;0,000000;0,0000
2018-01-03;01:45;281,04;70,24;998,95;3,05;339,45;0,000000;0,000000;0,000000;0,0000
2018-01-03;02:00;281,03;70,07;998,94;2,98;337,57;0,000000;0,000000;0,000000;0,0000
2018-01-03;02:15;281,03;69,90;998,92;2,92;335,60;0,000000;0,000000;0,000000;0,0000
2018-01-03;02:30;281,03;69,74;998,91;2,87;333,56;0,000000;0,000000;0,000000;0,0000
2018-01-03;02:45;281,04;69,56;998,95;2,85;332,09;0,000000;0,000000;0,000000;0,0000
2018-01-03;03:00;281,07;69,38;999,03;2,85;331,23;0,000000;0,000000;0,000000;0,0000
2018-01-03;03:15;281,10;69,19;999,11;2,86;330,38;0,000000;0,000000;0,000000;0,0000
2018-01-03;03:30;281,13;69,01;999,20;2,86;329,53;0,000000;0,000000;0,000000;0,0000
2018-01-03;03:45;281,18;68,73;999,29;2,86;328,91;0,000000;0,000000;0,000000;0,0000
2018-01-03;04:00;281,25;68,35;999,39;2,85;328,52;0,000000;0,000000;0,000000;0,0000
2018-01-03;04:15;281,33;67,98;999,49;2,84;328,13;0,000000;0,000000;0,000000;0,0000
2018-01-03;04:30;281,40;67,60;999,59;2,83;327,73;0,000000;0,000000;0,000000;0,0000
2018-01-03;04:45;281,46;67,28;999,68;2,78;327,04;0,000000;0,000000;0,000000;0,0000
2018-01-03;05:00;281,50;67,02;999,76;2,70;326,01;0,000000;0,000000;0,000000;0,0000
2018-01-03;05:15;281,54;66,76;999,84;2,62;324,92;0,000000;0,000000;0,000000;0,0000
2018-01-03;05:30;281,57;66,50;999,92;2,54;323,76;0,000000;0,000000;0,000000;0,0000
2018-01-03;05:45;281,59;66,35;999,97;2,45;322,07;0,000000;0,000000;0,000000;0,0000
2018-01-03;06:00;281,59;66,32;999,98;2,35;319,77;0,000000;0,000000;0,000000;0,0000
2018-01-03;06:15;281,59;66,29;999,99;2,26;317,26;0,000000;0,000000;0,000000;0,0000
2018-01-03;06:30;281,59;66,26;1000,00;2,17;314,54;0,000000;0,000000;0,000000;0,0000
2018-01-03;06:45;281,65;66,38;999,98;2,08;311,43;0,000000;0,000000;0,000000;2,8602
2018-01-03;07:00;281,75;66,66;999,92;1,99;307,89;0,000000;0,000000;0,000000;10,5136
2018-01-03;07:15;281,86;66,93;999,87;1,91;304,04;0,000000;0,000000;0,000000;18,8072
2018-01-03;07:30;281,97;67,19;999,82;1,84;299,87;0,000000;0,000000;0,000000;27,6211
2018-01-03;07:45;282,17;67,11;999,81;1,84;295,85;0,000000;0,000000;0,000000;36,7232
2018-01-03;08:00;282,47;66,69;999,84;1,89;292,34;0,000000;0,000000;0,000000;45,9357
2018-01-03;08:15;282,77;66,26;999,87;1,95;289,04;0,000000;0,000000;0,000000;55,2963
2018-01-03;08:30;283,07;65,82;999,90;2,02;285,96;0,000000;0,000000;0,000000;64,7211
2018-01-03;08:45;283,39;64,88;999,94;2,19;283,06;0,000000;0,000000;0,000000;73,3127
2018-01-03;09:00;283,72;63,47;1000,00;2,45;280,67;0,000000;0,000000;0,000000;80,7692
2018-01-03;09:15;284,05;62,09;1000,06;2,72;278,74;0,000000;0,000000;0,000000;87,7733
2018-01-03;09:30;284,38;60,74;1000,12;2,99;277,16;0,000000;0,000000;0,000000;94,2759
2018-01-03;09:45;284,68;59,63;1000,08;3,25;274,55;0,000000;0,000000;0,000000;99,7462
2018-01-03;10:00;284,96;58,72;999,94;3,51;271,12;0,000000;0,000000;0,000000;104,0793
2018-01-03;10:15;285,24;57,83;999,80;3,78;268,17;0,000001;0,000000;0,000000;107,7122
2018-01-03;10:30;285,51;56,96;999,67;4,05;265,62;0,000001;0,000000;0,000000;110,6245
2018-01-03;10:45;285,72;56,71;999,43;4,29;262,11;0,000009;0,000000;0,000000;112,4119
2018-01-03;11:00;285,85;57,08;999,10;4,50;257,70;0,000023;0,000000;0,000000;113,0487
2018-01-03;11:15;285,98;57,43;998,78;4,73;253,71;0,000038;0,000000;0,000000;112,9207
2018-01-03;11:30;286,11;57,77;998,45;4,99;250,11;0,000053;0,000000;0,000000;112,0361
2018-01-03;11:45;286,18;58,86;998,11;5,24;246,63;0,000118;0,000000;0,000000;109,8003
2018-01-03;12:00;286,20;60,72;997,77;5,50;243,25;0,000232;0,000000;0,000000;106,2591
2018-01-03;12:15;286,21;62,57;997,42;5,78;240,18;0,000347;0,000000;0,000000;102,0666
2018-01-03;12:30;286,22;64,41;997,08;6,07;237,40;0,000462;0,000000;0,000000;97,2673
2018-01-03;12:45;286,18;66,70;996,78;6,29;235,42;0,001185;0,000000;0,000000;88,6466
2018-01-03;13:00;286,08;69,46;996,52;6,45;234,08;0,002516;0,000000;0,000000;76,7256
2018-01-03;13:15;285,98;72,25;996,25;6,60;232,81;0,003847;0,000000;0,000000;65,0843
2018-01-03;13:30;285,88;75,07;995,99;6,76;231,60;0,005178;0,000000;0,000000;53,9024
2018-01-03;13:45;285,77;77,82;995,72;6,81;230,86;0,011024;0,000000;0,000000;42,2605
2018-01-03;14:00;285,64;80,50;995,44;6,75;230,55;0,021385;0,000000;0,000000;30,6420
2018-01-03;14:15;285,51;83,22;995,16;6,70;230,23;0,031746;0,000000;0,000000;20,4443
2018-01-03;14:30;285,39;85,98;994,88;6,64;229,91;0,042108;0,000000;0,000000;11,8618
2018-01-03;14:45;285,35;87,93;994,61;6,62;230,03;0,047909;0,000000;0,000000;6,7755
2018-01-03;15:00;285,40;89,03;994,34;6,63;230,59;0,049151;0,000000;0,000000;4,2435
2018-01-03;15:15;285,45;90,12;994,07;6,64;231,16;0,050392;0,000000;0,000000;2,2609
2018-01-03;15:30;285,50;91,20;993,81;6,65;231,72;0,051634;0,000000;0,000000;0,8698
2018-01-03;15:45;285,60;91,81;993,56;6,72;232,75;0,052659;0,000000;0,000000;0,1476
2018-01-03;16:00;285,74;91,95;993,34;6,85;234,19;0,053469;0,000000;0,000000;0,0000
2018-01-03;16:15;285,88;92,08;993,12;6,98;235,59;0,054278;0,000000;0,000000;0,0000
2018-01-03;16:30;286,02;92,21;992,89;7,12;236,93;0,055087;0,000000;0,000000;0,0000
2018-01-03;16:45;286,15;92,17;992,70;7,26;239,16;0,054464;0,000000;0,000000;0,0000
2018-01-03;17:00;286,28;91,97;992,52;7,40;242,24;0,052408;0,000000;0,000000;0,0000
2018-01-03;17:15;286,40;91,77;992,35;7,55;245,19;0,050351;0,000000;0,000000;0,0000
2018-01-03;17:30;286,53;91,57;992,17;7,73;248,02;0,048295;0,000000;0,000000;0,0000
2018-01-03;17:45;286,64;91,16;992,02;7,87;251,30;0,043744;0,000000;0,000000;0,0000
2018-01-03;18:00;286,73;90,57;991,89;7,99;255,04;0,036699;0,000000;0,000000;0,0000
2018-01-03;18:15;286,82;89,97;991,76;8,15;258,66;0,029654;0,000000;0,000000;0,0000
2018-01-03;18:30;286,91;89,38;991,64;8,33;262,14;0,022608;0,000000;0,000000;0,0000
2018-01-03;18:45;286,97;88,90;991,50;8,53;264,87;0,018405;0,000000;0,000000;0,0000
2018-01-03;19:00;287,00;88,51;991,36;8,73;266,92;0,017045;0,000000;0,000000;0,0000
2018-01-03;19:15;287,03;88,12;991,21;8,94;268,87;0,015685;0,000000;0,000000;0,0000
2018-01-03;19:30;287,06;87,73;991,07;9,17;270,72;0,014325;0,000000;0,000000;0,0000
2018-01-03;19:45;287,08;87,57;990,92;9,31;272,32;0,014439;0,000000;0,000000;0,0000
