# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2018-01-01;05:30;273,23;94,66;971,92;1,37;283,76;0,000068;0,001125;0,010135;0,0000
2018-01-01;05:45;273,34;94,31;972,03;1,56;283,18;0,000154;0,000893;0,010135;0,0000
2018-01-01;06:00;273,50;93,84;972,15;1,75;281,98;0,000315;0,000748;0,010131;0,0000
2018-01-01;06:15;273,66;93,37;972,26;1,93;281,01;0,000477;0,000604;0,010128;0,0000
2018-01-01;06:30;273,81;92,90;972,38;2,11;280,20;0,000638;0,000459;0,010124;0,0000
2018-01-01;06:45;274,02;92,48;972,52;2,30;279,79;0,000748;0,000349;0,010108;0,0000
2018-01-01;07:00;274,27;92,08;972,68;2,50;279,70;0,000806;0,000274;0,010081;0,3952
2018-01-01;07:15;274,52;91,68;972,84;2,69;279,62;0,000864;0,000198;0,010053;2,2700
2018-01-01;07:30;274,77;91,26;973,01;2,89;279,55;0,000922;0,000123;0,010025;4,3028
2018-01-01;07:45;275,08;90,68;973,17;3,09;279,21;0,000995;0,000075;0,009981;6,5439
2018-01-01;08:00;275,43;89,92;973,35;3,30;278,65;0,001084;0,000055;0,009922;9,1520
2018-01-01;08:15;275,79;89,16;973,52;3,51;278,17;0,001173;0,000035;0,009862;11,9499
2018-01-01;08:30;276,15;88,38;973,69;3,72;277,73;0,001262;0,000014;0,009802;14,8989
2018-01-01;08:45;276,51;87,71;973,85;3,86;277,42;0,001588;0,000004;0,009729;17,4336
2018-01-01;09:00;276,86;87,15;974,00;3,93;277,21;0,002153;0,000003;0,009641;19,3485
2018-01-01;09:15;277,21;86,58;974,14;4,00;277,00;0,002717;0,000002;0,009554;21,0977
2018-01-01;09:30;277,56;85,99;974,29;4,07;276,79;0,003282;0,000001;0,009466;22,6711
2018-01-01;09:45;277,84;85,69;974,38;4,06;276,79;0,003797;0,000000;0,009374;23,5252
2018-01-01;10:00;278,05;85,68;974,42;3,96;276,98;0,004261;0,000000;0,009277;23,5811
2018-01-01;10:15;278,26;85,65;974,46;3,87;277,17;0,004726;0,000000;0,009180;23,3647
2018-01-01;10:30;278,47;85,62;974,50;3,77;277,38;0,005191;0,000000;0,009083;22,8975
2018-01-01;10:45;278,64;85,66;974,51;3,67;277,51;0,005492;0,000000;0,008988;22,6253
2018-01-01;11:00;278,75;85,78;974,51;3,57;277,55;0,005630;0,000000;0,008893;22,5809
2018-01-01;11:15;278,86;85,90;974,50;3,46;277,60;0,005767;0,000000;0,008799;22,3523
2018-01-01;11:30;278,97;86,01;974,49;3,36;277,65;0,005905;0,000000;0,008704;21,9445
2018-01-01;11:45;279,02;86,24;974,47;3,24;277,31;0,005770;0,000000;0,008615;21,3433
2018-01-01;12:00;279,00;86,58;974,41;3,11;276,54;0,005363;0,000000;0,008532;20,5568
2018-01-01;12:15;278,99;86,92;974,36;2,98;275,71;0,004956;0,000000;0,008448;19,6136
2018-01-01;12:30;278,97;87,26;974,31;2,85;274,79;0,004549;0,000000;0,008365;18,5225
2018-01-01;12:45;278,89;87,58;974,25;2,75;273,52;0,004089;0,000000;0,008291;17,2965
2018-01-01;13:00;278,74;87,88;974,18;2,69;271,90;0,003577;0,000000;0,008228;15,9447
2018-01-01;13:15;278,60;88,18;974,11;2,62;270,20;0,003065;0,000000;0,008165;14,4734
2018-01-01;13:30;278,46;88,48;974,05;2,57;268,43;0,002553;0,000000;0,008102;12,8933
2018-01-01;13:45;278,26;88,80;973,98;2,54;266,46;0,002125;0,000000;0,008052;10,9972
2018-01-01;14:00;278,02;89,14;973,91;2,54;264,36;0,001781;0,000000;0,008014;8,8926
2018-01-01;14:15;277,77;89,48;973,84;2,54;262,27;0,001437;0,000000;0,007977;6,8521
2018-01-01;14:30;277,52;89,80;973,77;2,55;260,19;0,001093;0,000000;0,007940;4,9001
2018-01-01;14:45;277,28;90,29;973,71;2,58;258,42;0,000990;0,000000;0,007914;2,9616
2018-01-01;15:00;277,04;90,98;973,67;2,62;256,98;0,001129;0,000000;0,007900;1,2131
2018-01-01;15:15;276,80;91,66;973,62;2,67;255,59;0,001267;0,000000;0,007886;0,0800
2018-01-01;15:30;276,55;92,34;973,58;2,71;254,25;0,001406;0,000000;0,007872;0,0000
2018-01-01;15:45;276,37;92,83;973,55;2,76;253,12;0,001636;0,000000;0,007861;0,0000
2018-01-01;16:00;276,24;93,12;973,52;2,80;252,19;0,001958;0,000000;0,007854;0,0000
2018-01-01;16:15;276,11;93,40;973,50;2,85;251,30;0,002279;0,000000;0,007847;0,0000
2018-01-01;16:30;275,99;93,69;973,47;2,90;250,43;0,002601;0,000000;0,007841;0,0000
2018-01-01;16:45;275,90;93,80;973,44;2,92;249,34;0,002835;0,000000;0,007834;0,0000
2018-01-01;17:00;275,86;93,73;973,40;2,92;248,02;0,002980;0,000000;0,007828;0,0000
2018-01-01;17:15;275,81;93,67;973,36;2,92;246,70;0,003126;0,000000;0,007823;0,0000
2018-01-01;17:30;275,77;93,60;973,32;2,93;245,38;0,003271;0,000000;0,007817;0,0000
2018-01-01;17:45;275,72;93,54;973,27;2,93;243,74;0,003363;0,000000;0,007812;0,0000
2018-01-01;18:00;275,67;93,48;973,20;2,94;241,78;0,003401;0,000000;0,007808;0,0000
2018-01-01;18:15;275,61;93,43;973,13;2,96;239,83;0,003439;0,000000;0,007805;0,0000
2018-01-01;18:30;275,56;93,38;973,06;2,98;237,91;0,003477;0,000000;0,007801;0,0000
2018-01-01;18:45;275,51;93,28;972,99;3,00;236,13;0,003343;0,000000;0,007801;0,0000
2018-01-01;19:00;275,46;93,15;972,91;3,02;234,48;0,003037;0,000000;0,007804;0,0000
2018-01-01;19:15;275,42;93,02;972,83;3,04;232,85;0,002731;0,000000;0,007807;0,0000
2018-01-01;19:30;275,37;92,88;972,75;3,06;231,25;0,002425;0,000000;0,007810;0,0000
2018-01-01;19:45;275,31;92,77;972,63;3,08;229,39;0,002134;0,000000;0,007813;0,0000
2018-01-01;20:00;275,23;92,69;972,48;3,08;227,25;0,001858;0,000000;0,007817;0,0000
2018-01-01;20:15;275,16;92,61;972,32;3,09;225,12;0,001582;0,000000;0,007821;0,0000
2018-01-01;20:30;275,08;92,52;972,17;3,10;223,01;0,001305;0,000000;0,007825;0,0000
2018-01-01;20:45;274,99;92,44;972,03;3,10;221,16;0,001051;0,000000;0,007827;0,0000
2018-01-01;21:00;274,89;92,36;971,90;3,08;219,56;0,000818;0,000000;0,007828;0,0000
2018-01-01;21:15;274,79;92,28;971,77;3,07;217,94;0,000586;0,000000;0,007829;0,0000
2018-01-01;21:30;274,70;92,19;971,65;3,06;216,31;0,000354;0,000000;0,007829;0,0000
2018-01-01;21:45;274,58;92,14;971,54;3,05;215,48;0,000212;0,000000;0,007829;0,0000
2018-01-01;22:00;274,45;92,13;971,45;3,03;215,44;0,000161;0,000000;0,007828;0,0000
2018-01-01;22:15;274,32;92,12;971,36;3,01;215,41;0,000111;0,000000;0,007828;0,0000
2018-01-01;22:30;274,19;92,09;971,27;3,00;215,38;0,000060;0,000000;0,007827;0,0000
2018-01-01;22:45;274,03;92,16;971,17;2,97;215,10;0,000032;0,000000;0,007826;0,0000
2018-01-01;23:00;273,84;92,31;971,06;2,95;214,58;0,000026;0,000000;0,007826;0,0000
2018-01-01;23:15;273,65;92,45;970,96;2,92;214,06;0,000020;0,000000;0,007826;0,0000
2018-01-01;23:30;273,47;92,59;970,85;2,89;213,52;0,000014;0,000000;0,007826;0,0000
2018-01-01;23:45;273,30;92,66;970,75;2,86;212,79;0,000011;0,000002;0,007826;0,0000
2018-01-01;24:00;273,17;92,67;970,66;2,82;211,86;0,000011;0,000006;0,007827;0,0000
2018-01-02;00:15;273,03;92,67;970,56;2,77;210,89;0,000011;0,000010;0,007827;0,0000
2018-01-02;00:30;272,89;92,67;970,47;2,73;209,90;0,000011;0,000014;0,007828;0,0000
2018-01-02;00:45;272,79;92,64;970,41;2,68;209,59;0,000010;0,000021;0,007828;0,0000
2018-01-02;01:00;272,74;92,60;970,37;2,62;210,01;0,000008;0,000033;0,007829;0,0000
2018-01-02;01:15;272,68;92,55;970,34;2,55;210,44;0,000006;0,000044;0,007830;0,0000
2018-01-02;01:30;272,63;92,51;970,30;2,49;210,90;0,000004;0,000056;0,007830;0,0000
2018-01-02;01:45;272,60;92,48;970,29;2,43;212,68;0,000003;0,000170;0,007832;0,0000
2018-01-02;02:00;272,59;92,49;970,30;2,37;215,91;0,000003;0,000386;0,007833;0,0000
2018-01-02;02:15;272,59;92,49;970,31;2,32;219,30;0,000003;0,000603;0,007834;0,0000
2018-01-02;02:30;272,59;92,49;970,32;2,27;222,82;0,000004;0,000820;0,007836;0,0000
2018-01-02;02:45;272,60;92,55;970,38;2,27;227,61;0,000455;0,001317;0,007840;0,0000
2018-01-02;03:00;272,63;92,68;970,48;2,34;233,35;0,001357;0,002096;0,007846;0,0000
2018-01-02;03:15;272,65;92,80;970,58;2,42;238,75;0,002259;0,002874;0,007853;0,0000
2018-01-02;03:30;272,68;92,92;970,68;2,52;243,75;0,003161;0,003653;0,007860;0,0000
2018-01-02;03:45;272,75;92,88;970,79;2,64;247,60;0,003495;0,004085;0,007868;0,0000
2018-01-02;04:00;272,88;92,68;970,90;2,75;250,42;0,003260;0,004171;0,007878;0,0000
2018-01-02;04:15;273,00;92,47;971,01;2,87;253,01;0,003025;0,004257;0,007888;0,0000
2018-01-02;04:30;273,13;92,26;971,12;3,00;255,38;0,002791;0,004344;0,007898;0,0000
2018-01-02;04:45;273,23;92,11;971,21;3,12;257,87;0,002573;0,004101;0,007906;0,0000
2018-01-02;05:00;273,33;92,03;971,28;3,23;260,49;0,002372;0,003529;0,007913;0,0000
2018-01-02;05:15;273,42;91,96;971,35;3,34;262,93;0,002171;0,002957;0,007919;0,0000
2018-01-02;05:30;273,52;91,87;971,42;3,46;265,21;0,001970;0,002385;0,007926;0,0000
2018-01-02;05:45;273,62;91,80;971,49;3,62;267,52;0,001907;0,001870;0,007930;0,0000
2018-01-02;06:00;273,74;91,74;971,56;3,82;269,77;0,001982;0,001413;0,007932;0,0000
2018-01-02;06:15;273,86;91,68;971,63;4,03;271,79;0,002058;0,000956;0,007934;0,0000
2018-01-02;06:30;273,99;91,61;971,71;4,25;273,61;0,002133;0,000498;0,007936;0,0000
2018-01-02;06:45;274,19;91,19;971,80;4,45;275,03;0,002231;0,000237;0,007933;0,0000
2018-01-02;07:00;274,47;90,43;971,92;4,63;276,11;0,002352;0,000172;0,007924;0,9144
2018-01-02;07:15;274,76;89,67;972,04;4,82;277,11;0,002473;0,000107;0,007915;4,9166
2018-01-02;07:30;275,05;88,91;972,17;5,01;278,04;0,002594;0,000042;0,007907;9,2815
2018-01-02;07:45;275,39;87,94;972,29;5,21;279,06;0,002569;0,000009;0,007880;13,7233
2018-01-02;08:00;275,79;86,77;972,41;5,42;280,16;0,002397;0,000006;0,007836;18,1895
2018-01-02;08:15;276,20;85,60;972,53;5,63;281,18;0,002225;0,000004;0,007792;22,6526
2018-01-02;08:30;276,60;84,44;972,65;5,84;282,13;0,002053;0,000001;0,007747;27,0726
2018-01-02;08:45;276,93;83,48;972,74;5,97;283,09;0,002004;0,000000;0,007684;31,2198
2018-01-02;09:00;277,20;82,72;972,82;6,02;284,09;0,002076;0,000000;0,007601;34,9946
2018-01-02;09:15;277,46;81,96;972,89;6,07;285,07;0,002148;0,000000;0,007518;38,5355
2018-01-02;09:30;277,73;81,21;972,96;6,12;286,04;0,002220;0,000000;0,007435;41,8134
2018-01-02;09:45;277,95;80,54;973,00;6,20;287,11;0,002353;0,000000;0,007329;44,1967
2018-01-02;10:00;278,12;79,95;973,00;6,33;288,26;0,002546;0,000000;0,007198;45,5790
2018-01-02;10:15;278,29;79,37;973,00;6,46;289,37;0,002739;0,000000;0,007068;46,5378
2018-01-02;10:30;278,46;78,80;973,00;6,59;290,43;0,002932;0,000000;0,006938;47,0804
2018-01-02;10:45;278,58;78,23;973,01;6,81;291,69;0,002914;0,000160;0,006829;46,8634
2018-01-02;11:00;278,65;77,69;973,03;7,12;293,10;0,002685;0,000481;0,006741;45,8903
2018-01-02;11:15;278,72;77,15;973,05;7,43;294,39;0,002455;0,000802;0,006654;44,5389
2018-01-02;11:30;278,79;76,61;973,07;7,75;295,57;0,002226;0,001123;0,006566;42,8410
2018-01-02;11:45;278,82;76,39;973,11;7,87;296,50;0,002132;0,001286;0,006473;41,1210
2018-01-02;12:00;278,81;76,47;973,19;7,79;297,25;0,002172;0,001290;0,006374;39,3907
2018-01-02;12:15;278,80;76,56;973,27;7,71;298,01;0,002213;0,001295;0,006276;37,3751
2018-01-02;12:30;278,80;76,65;973,35;7,63;298,79;0,002254;0,001299;0,006177;35,0962
2018-01-02;12:45;278,76;76,86;973,45;7,53;299,32;0,002457;0,001139;0,006090;33,0086
2018-01-02;13:00;278,68;77,19;973,59;7,40;299,60;0,002823;0,000813;0,006014;31,0492
2018-01-02;13:15;278,60;77,52;973,74;7,27;299,89;0,003189;0,000488;0,005939;28,7635
2018-01-02;13:30;278,53;77,86;973,88;7,15;300,18;0,003554;0,000163;0,005864;26,1555
2018-01-02;13:45;278,36;78,53;974,03;6,99;300,26;0,003687;0,000047;0,005804;22,7002
2018-01-02;14:00;278,10;79,56;974,21;6,81;300,11;0,003587;0,000140;0,005759;18,6373
2018-01-02;14:15;277,84;80,60;974,38;6,62;299,94;0,003486;0,000233;0,005714;14,6105
2018-01-02;14:30;277,58;81,65;974,55;6,44;299,77;0,003386;0,000326;0,005670;10,6604
2018-01-02;14:45;277,28;82,82;974,74;6,29;299,52;0,003110;0,000653;0,005641;6,5442
2018-01-02;15:00;276,93;84,10;974,93;6,19;299,19;0,002658;0,001215;0,005629;2,7369
2018-01-02;15:15;276,59;85,40;975,13;6,08;298,84;0,002206;0,001777;0,005617;0,2080
2018-01-02;15:30;276,25;86,72;975,32;5,98;298,49;0,001754;0,002339;0,005604;0,0000
2018-01-02;15:45;275,99;87,68;975,53;5,92;298,08;0,001400;0,002719;0,005599;0,0000
2018-01-02;16:00;275,82;88,28;975,74;5,90;297,62;0,001145;0,002917;0,005601;0,0000
2018-01-02;16:15;275,66;88,89;975,95;5,88;297,16;0,000889;0,003116;0,005603;0,0000
2018-01-02;16:30;275,49;89,49;976,16;5,87;296,70;0,000634;0,003314;0,005606;0,0000
2018-01-02;16:45;275,34;90,00;976,35;5,84;296,33;0,000484;0,003379;0,005610;0,0000
2018-01-02;17:00;275,22;90,42;976,50;5,81;296,05;0,000440;0,003311;0,005616;0,0000
2018-01-02;17:15;275,10;90,85;976,66;5,77;295,76;0,000396;0,003242;0,005623;0,0000
2018-01-02;17:30;274,97;91,27;976,82;5,74;295,47;0,000353;0,003174;0,005629;0,0000
2018-01-02;17:45;274,87;91,59;976,96;5,72;295,23;0,000318;0,003135;0,005642;0,0000
2018-01-02;18:00;274,79;91,81;977,08;5,70;295,03;0,000293;0,003127;0,005661;0,0000
2018-01-02;18:15;274,71;92,03;977,20;5,69;294,84;0,000269;0,003119;0,005681;0,0000
2018-01-02;18:30;274,62;92,25;977,33;5,67;294,64;0,000244;0,003111;0,005700;0,0000
2018-01-02;18:45;274,52;92,65;977,43;5,59;294,38;0,000233;0,003049;0,005723;0,0000
2018-01-02;19:00;274,39;93,22;977,50;5,46;294,07;0,000236;0,002932;0,005748;0,0000
2018-01-02;19:15;274,25;93,79;977,57;5,32;293,74;0,000238;0,002816;0,005774;0,0000
2018-01-02;19:30;274,12;94,37;977,65;5,19;293,39;0,000241;0,002699;0,005799;0,0000
2018-01-02;19:45;274,03;94,71;977,71;5,12;293,17;0,000248;0,002647;0,005825;0,0000
2018-01-02;20:00;273,99;94,82;977,75;5,11;293,10;0,000259;0,002659;0,005851;0,0000
2018-01-02;20:15;273,95;94,93;977,79;5,11;293,03;0,000269;0,002671;0,005878;0,0000
2018-01-02;20:30;273,90;95,03;977,84;5,10;292,96;0,000280;0,002683;0,005904;0,0000
2018-01-02;20:45;273,86;95,11;977,86;5,08;293,06;0,000284;0,002583;0,005930;0,0000
2018-01-02;21:00;273,83;95,16;977,86;5,05;293,35;0,000281;0,002370;0,005956;0,0000
2018-01-02;21:15;273,79;95,21;977,87;5,02;293,64;0,000278;0,002158;0,005983;0,0000
2018-01-02;21:30;273,76;95,26;977,87;4,99;293,93;0,000275;0,001946;0,006009;0,0000
2018-01-02;21:45;273,72;95,31;977,87;4,97;294,50;0,000264;0,001755;0,006032;0,0000
2018-01-02;22:00;273,68;95,36;977,86;4,95;295,36;0,000245;0,001585;0,006050;0,0000
2018-01-02;22:15;273,65;95,41;977,86;4,94;296,23;0,000226;0,001416;0,006069;0,0000
2018-01-02;22:30;273,61;95,46;977,85;4,92;297,10;0,000208;0,001247;0,006088;0,0000
2018-01-02;22:45;273,50;95,89;977,80;4,82;297,49;0,000188;0,001092;0,006102;0,0000
2018-01-02;23:00;273,31;96,71;977,72;4,63;297,39;0,000168;0,000951;0,006112;0,0000
2018-01-02;23:15;273,12;97,53;977,63;4,43;297,28;0,000148;0,000810;0,006122;0,0000
2018-01-02;23:30;272,93;98,36;977,54;4,24;297,17;0,000127;0,000670;0,006132;0,0000
2018-01-02;23:45;272,72;99,30;977,46;4,04;296,34;0,000111;0,000572;0,006140;0,0000
2018-01-02;24:00;272,48;100,37;977,39;3,86;294,70;0,000098;0,000517;0,006145;0,0000
2018-01-03;00:15;272,25;101,44;977,33;3,67;292,90;0,000085;0,000463;0,006151;0,0000
2018-01-03;00:30;272,02;102,52;977,26;3,49;290,90;0,000072;0,000408;0,006157;0,0000
2018-01-03;00:45;271,83;103,37;977,18;3,34;287,88;0,000062;0,000343;0,006162;0,0000
2018-01-03;01:00;271,69;103,98;977,09;3,24;283,79;0,000054;0,000267;0,006166;0,0000
2018-01-03;01:15;271,54;104,60;977,01;3,15;279,45;0,000046;0,000192;0,006170;0,0000
2018-01-03;01:30;271,40;105,21;976,92;3,08;274,90;0,000039;0,000117;0,006173;0,0000
2018-01-03;01:45;271,30;105,50;976,81;3,01;269,81;0,000033;0,000076;0,006177;0,0000
2018-01-03;02:00;271,27;105,45;976,67;2,94;264,10;0,000028;0,000069;0,006181;0,0000
2018-01-03;02:15;271,23;105,41;976,54;2,90;258,17;0,000024;0,000063;0,006185;0,0000
2018-01-03;02:30;271,19;105,37;976,40;2,89;252,12;0,000019;0,000056;0,006188;0,0000
2018-01-03;02:45;271,25;104,76;976,22;2,84;245,96;0,000016;0,000053;0,006192;0,0000
2018-01-03;03:00;271,39;103,61;976,01;2,77;239,39;0,000014;0,000054;0,006197;0,0000
2018-01-03;03:15;271,53;102,47;975,79;2,74;232,57;0,000012;0,000055;0,006202;0,0000
2018-01-03;03:30;271,67;101,35;975,57;2,74;225,67;0,000009;0,000055;0,006207;0,0000
2018-01-03;03:45;271,85;100,03;975,33;2,75;219,01;0,000008;0,000078;0,006212;0,0000
2018-01-03;04:00;272,05;98,54;975,05;2,76;212,51;0,000007;0,000123;0,006217;0,0000
2018-01-03;04:15;272,25;97,07;974,78;2,81;206,15;0,000006;0,000168;0,006223;0,0000
2018-01-03;04:30;272,45;95,63;974,50;2,89;200,06;0,000005;0,000212;0,006229;0,0000
2018-01-03;04:45;272,63;94,26;974,21;3,01;195,29;0,000026;0,001009;0,006245;0,0000
2018-01-03;05:00;272,78;92,95;973,91;3,16;191,82;0,000067;0,002557;0,006272;0,0000
2018-01-03;05:15;272,93;91,67;973,60;3,32;188,68;0,000109;0,004105;0,006298;0,0000
2018-01-03;05:30;273,09;90,41;973,30;3,49;185,83;0,000151;0,005653;0,006325;0,0000
2018-01-03;05:45;273,23;89,16;972,97;3,72;183,71;0,000491;0,006800;0,006371;0,0000
2018-01-03;06:00;273,37;87,94;972,63;4,01;182,27;0,001130;0,007546;0,006437;0,0000
2018-01-03;06:15;273,51;86,73;972,28;4,31;181,03;0,001769;0,008292;0,006503;0,0000
2018-01-03;06:30;273,65;85,54;971,94;4,60;179,94;0,002408;0,009037;0,006569;0,0000
2018-01-03;06:45;273,79;84,37;971,55;4,95;178,85;0,003535;0,008309;0,006620;0,0000
2018-01-03;07:00;273,94;83,21;971,11;5,35;177,79;0,005151;0,006106;0,006654;0,6462
2018-01-03;07:15;274,09;82,07;970,68;5,75;176,88;0,006766;0,003903;0,006689;3,2839
2018-01-03;07:30;274,25;80,94;970,24;6,16;176,09;0,008382;0,001701;0,006723;5,5231
2018-01-03;07:45;274,40;80,21;969,78;6,51;175,07;0,012378;0,000621;0,006743;8,2969
2018-01-03;08:00;274,55;79,86;969,28;6,80;173,84;0,018754;0,000665;0,006749;12,6021
2018-01-03;08:15;274,71;79,51;968,79;7,11;172,71;0,025129;0,000709;0,006755;17,5696
2018-01-03;08:30;274,87;79,16;968,30;7,41;171,67;0,031505;0,000753;0,006760;23,1076
2018-01-03;08:45;275,02;79,02;967,73;7,71;170,68;0,042186;0,001661;0,006789;27,5185
2018-01-03;09:00;275,18;79,09;967,10;8,01;169,72;0,057173;0,003433;0,006840;30,2012
2018-01-03;09:15;275,33;79,15;966,46;8,31;168,83;0,072159;0,005206;0,006892;32,5661
2018-01-03;09:30;275,49;79,19;965,82;8,61;168,00;0,087145;0,006978;0,006943;34,6075
2018-01-03;09:45;275,64;79,06;965,19;8,85;168,67;0,099076;0,007024;0,006972;35,2182
2018-01-03;10:00;275,78;78,75;964,56;9,04;170,75;0,107951;0,005345;0,006978;34,2494
2018-01-03;10:15;275,92;78,44;963,93;9,24;172,73;0,116825;0,003665;0,006985;32,8017
2018-01-03;10:30;276,07;78,13;963,30;9,45;174,62;0,125700;0,001986;0,006991;30,9343
2018-01-03;10:45;276,24;77,65;962,70;9,54;176,77;0,117133;0,001048;0,006954;30,2156
2018-01-03;11:00;276,43;77,02;962,13;9,52;179,24;0,091124;0,000850;0,006874;30,7433
2018-01-03;11:15;276,62;76,39;961,55;9,51;181,72;0,065115;0,000653;0,006795;31,0259
2018-01-03;11:30;276,81;75,77;960,98;9,51;184,20;0,039106;0,000455;0,006715;31,0561
2018-01-03;11:45;277,00;75,28;960,48;9,37;186,90;0,033184;0,000350;0,006627;30,0230
2018-01-03;12:00;277,19;74,93;960,04;9,09;189,95;0,047350;0,000337;0,006530;27,9825
2018-01-03;12:15;277,37;74,58;959,60;8,83;193,19;0,061516;0,000325;0,006433;25,7882
2018-01-03;12:30;277,56;74,23;959,16;8,61;196,61;0,075681;0,000312;0,006336;23,4758
2018-01-03;12:45;277,69;74,60;959,02;8,17;201,43;0,096928;0,000645;0,006275;20,8901
2018-01-03;13:00;277,78;75,68;959,17;7,57;208,27;0,125257;0,001324;0,006251;18,1045
2018-01-03;13:15;277,87;76,74;959,32;7,10;216,14;0,153586;0,002002;0,006227;15,3652
2018-01-03;13:30;277,96;77,80;959,47;6,79;224,94;0,181915;0,002681;0,006203;12,7160
2018-01-03;13:45;278,09;78,68;959,82;6,66;234,80;0,175913;0,002642;0,006179;10,3759
2018-01-03;14:00;278,27;79,38;960,37;6,75;245,17;0,135581;0,001887;0,006154;8,3098
2018-01-03;14:15;278,45;80,06;960,93;7,05;254,95;0,095249;0,001132;0,006129;6,3449
2018-01-03;14:30;278,63;80,72;961,48;7,54;263,69;0,054917;0,000377;0,006104;4,5077
2018-01-03;14:45;278,67;80,85;961,82;7,95;269,74;0,030428;0,000000;0,006058;2,6356
2018-01-03;15:00;278,58;80,48;961,94;8,18;273,85;0,021783;0,000000;0,005992;1,0271
2018-01-03;15:15;278,49;80,09;962,06;8,45;277,72;0,013137;0,000000;0,005927;0,0907
2018-01-03;15:30;278,39;79,70;962,18;8,75;281,33;0,004491;0,000000;0,005861;0,0000
2018-01-03;15:45;278,22;79,45;962,32;8,89;283,28;0,000166;0,000000;0,005799;0,0000
2018-01-03;16:00;277,98;79,33;962,46;8,84;283,77;0,000161;0,000000;0,005740;0,0000
2018-01-03;16:15;277,74;79,19;962,61;8,78;284,26;0,000156;0,000000;0,005682;0,0000
2018-01-03;16:30;277,50;79,02;962,75;8,73;284,77;0,000151;0,000000;0,005624;0,0000
2018-01-03;16:45;277,33;79,07;962,96;8,57;284,25;0,000138;0,000000;0,005576;0,0000
2018-01-03;17:00;277,23;79,36;963,24;8,29;282,65;0,000117;0,000000;0,005539;0,0000
2018-01-03;17:15;277,13;79,65;963,52;8,03;280,93;0,000096;0,000000;0,005501;0,0000
2018-01-03;17:30;277,03;79,94;963,79;7,77;279,10;0,000075;0,000000;0,005464;0,0000
2018-01-03;17:45;277,02;79,89;964,01;7,75;277,69;0,000227;0,000000;0,005425;0,0000
2018-01-03;18:00;277,11;79,51;964,18;7,96;276,83;0,000552;0,000000;0,005386;0,0000
2018-01-03;18:15;277,20;79,13;964,34;8,18;276,01;0,000878;0,000000;0,005346;0,0000
2018-01-03;18:30;277,29;78,75;964,51;8,40;275,24;0,001203;0,000000;0,005307;0,0000
2018-01-03;18:45;277,36;78,55;964,63;8,63;275,22;0,001593;0,000000;0,005260;0,0000
2018-01-03;19:00;277,42;78,55;964,72;8,88;275,90;0,002048;0,000000;0,005205;0,0000
2018-01-03;19:15;277,47;78,54;964,80;9,13;276,54;0,002502;0,000000;0,005150;0,0000
2018-01-03;19:30;277,53;78,53;964,88;9,38;277,15;0,002957;0,000000;0,005095;0,0000
2018-01-03;19:45;277,56;78,65;964,96;9,50;277,57;0,003116;0,000000;0,005028;0,0000
