Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
280,35;82,12;989,34;13,54;252,06;0,038718;0;0;0,8715
280,38;81,57;989,68;13,68;253,25;0,02926;0;0;2,7921
280,4;80,94;990;13,8;254,04;0,022348;0;0;5,2521
280,41;80,25;990,31;13,91;254,46;0,017982;0;0;8,3916
280,42;79,55;990,61;14,01;254,88;0,013616;0;0;12,0147
280,43;78,86;990,91;14,12;255,29;0,00925;0;0;16,034
280,42;78,56;991,18;14,15;255,11;0,006679;0;0;19,885
280,4;78,65;991,41;14,1;254,34;0,005902;0;0;23,3221
280,38;78,74;991,63;14,06;253,57;0,005126;0;0;26,7026
280,35;78,84;991,86;14,02;252,8;0,00435;0;0;29,9669
280,33;79,29;992,03;13,91;251,69;0,005179;0;0;32,2993
280,3;80,11;992,15;13,73;250,21;0,007614;0;0;33,5586
280,27;80,92;992,26;13,56;248,7;0,010049;0;0;34,4566
280,25;81,75;992,37;13,39;247,15;0,012483;0;0;34,9864
280,21;82,55;992,46;13,25;245,62;0,014459;0;0;34,2206
280,18;83,35;992,51;13,12;244,11;0,015977;0;0;32,181
280,14;84,15;992,57;13;242,57;0,017495;0;0;29,8458
280,1;84,95;992,62;12,89;241;0,019012;0;0;27,2731
280,07;85,49;992,66;12,79;239,77;0,018618;0;0;24,1282
280,05;85,76;992,69;12,68;238,88;0,016311;0;0;20,5373
280,03;86,04;992,72;12,58;237,98;0,014004;0;0;16,997
280;86,31;992,75;12,49;237,07;0,011697;0;0;13,5912
279,99;86,43;992,77;12,37;236,26;0,00987;0;0;10,5576
279,98;86,38;992,79;12,25;235,55;0,008522;0;0;7,9092
279,98;86,33;992,81;12,12;234,83;0,007175;0;0;5,533
279,97;86,28;992,83;12;234,1;0,005827;0;0;3,4893
279,97;86,19;992,86;11,86;233,56;0,005067;0;0;1,9443
279,96;86,05;992,92;11,72;233,21;0,004896;0;0;0,7732
279,96;85,91;992,97;11,58;232,86;0,004724;0;0;0,0393
279,95;85,77;993,02;11,44;232,5;0,004552;0;0;0
279,95;85,64;993,07;11,28;232,15;0,004327;0;0;0
279,95;85,53;993,13;11,11;231,82;0,004049;0;0;0
279,95;85,41;993,19;10,94;231,48;0,00377;0;0;0
279,95;85,3;993,25;10,76;231,12;0,003491;0;0;0
279,95;85,17;993,31;10,6;230,79;0,003424;0;0;0
279,95;85,02;993,37;10,45;230,47;0,003566;0;0;0
279,95;84,87;993,43;10,31;230,15;0,003709;0;0;0
279,95;84,72;993,49;10,16;229,82;0,003852;0;0;0
279,95;84,58;993,56;10,02;229,64;0,003771;0;0;0
279,95;84,46;993,65;9,88;229,64;0,003467;0;0;0
279,95;84,34;993,74;9,74;229,63;0,003162;0;0;0
279,96;84,22;993,83;9,6;229,62;0,002857;0;0;0
279,96;84,15;993,91;9,46;229,84;0,002663;0;0;0
279,96;84,15;993,98;9,32;230,29;0,002579;0;0;0
279,96;84,15;994,05;9,17;230,76;0,002495;0;0;0
279,96;84,15;994,12;9,03;231,25;0,002411;0;0;0
279,96;84,16;994,21;8,86;232,08;0,002377;0;0;0
279,97;84,19;994,3;8,67;233,29;0,002394;0;0;0
279,98;84,22;994,4;8,48;234,54;0,00241;0;0;0
279,99;84,25;994,49;8,29;235,86;0,002427;0;0;0
279,99;84,33;994,6;8,1;237,18;0,002466;0;0;0
280;84,47;994,72;7,9;238,52;0,002529;0;0;0
280,01;84,6;994,84;7,71;239,92;0,002592;0;0;0
280,01;84,74;994,97;7,52;241,39;0,002654;0;0;0
280,02;84,94;995,1;7,34;242,6;0,002746;0;0;0
280,01;85,21;995,24;7,19;243,52;0,002866;0;0;0
280,01;85,47;995,38;7,03;244,49;0,002986;0;0;0
280,01;85,74;995,52;6,87;245,5;0,003106;0;0;0
280;86,06;995,66;6,74;246,37;0,00396;0;0;0
279,99;86,44;995,81;6,62;247,08;0,005548;0;0;0
279,97;86,81;995,96;6,5;247,81;0,007136;0;0;0
279,96;87,19;996,11;6,39;248,57;0,008724;0;0;0
279,94;87,5;996,25;6,28;249,51;0,010106;0;0;0
279,93;87,74;996,4;6,19;250,65;0,011284;0;0;0
279,91;87,98;996,55;6,09;251,83;0,012462;0;0;0
279,9;88,22;996,7;6;253,04;0,01364;0;0;0
279,89;88,39;996,85;5,91;254,58;0,014117;0;0;0
279,88;88,5;997;5,84;256,45;0,013892;0;0;0
279,87;88,6;997,16;5,77;258,36;0,013668;0;0;0
279,86;88,71;997,31;5,71;260,31;0,013443;0;0;0
279,85;88,79;997,45;5,64;262,14;0,012773;0;0;0
279,84;88,85;997,59;5,56;263,85;0,011658;0;0;0
279,84;88,91;997,73;5,49;265,6;0,010543;0;0;0
279,83;88,97;997,86;5,43;267,4;0,009428;0;0;0
279,83;89,02;998,01;5,37;268,72;0,008584;0;0;0
279,82;89,05;998,17;5,33;269,56;0,00801;0;0;0
279,82;89,09;998,32;5,28;270,41;0,007437;0;0;0
279,81;89,13;998,48;5,23;271,27;0,006864;0;0;0
279,81;89,16;998,65;5,24;271,68;0,00656;0;0;0
279,8;89,19;998,85;5,29;271,64;0,006527;0;0;0
279,8;89,23;999,05;5,35;271,6;0,006493;0;0;0
279,79;89,26;999,24;5,4;271,56;0,006459;0;0;0
279,79;89,27;999,45;5,5;271,41;0,006792;0;0;0
279,78;89,26;999,66;5,64;271,16;0,007491;0;0;0
279,77;89,26;999,87;5,79;270,93;0,00819;0;0;0
279,77;89,25;1000,08;5,93;270,71;0,008889;0;0;0
279,76;89,18;1000,29;6,06;270,62;0,009574;0;0;0
279,75;89,04;1000,48;6,19;270,65;0,010246;0;0;0
279,74;88,91;1000,68;6,31;270,67;0,010919;0;0;0
279,73;88,78;1000,88;6,43;270,7;0,011591;0;0;0
279,72;88,59;1001,04;6,5;270,85;0,011155;0;0;0
279,71;88,36;1001,18;6,5;271,14;0,00961;0;0;0
279,69;88,13;1001,31;6,51;271,43;0,008065;0;0;0
279,68;87,9;1001,45;6,51;271,72;0,00652;0;0;0
279,67;87,67;1001,59;6,45;271,79;0,005147;0;0;0
279,67;87,45;1001,73;6,32;271,63;0,003945;0;0;0,0007
279,67;87,23;1001,86;6,19;271,47;0,002743;0;0;1,5286
279,67;87;1002;6,06;271,3;0,00154;0;0;5,0094
279,68;86,76;1002,14;5,96;270,64;0,000885;0;0;8,9546
279,7;86,49;1002,28;5,91;269,49;0,000778;0;0;13,0727
279,73;86,22;1002,42;5,85;268,31;0,00067;0;0;17,4124
279,75;85,96;1002,56;5,8;267,12;0,000563;0;0;21,9026
279,77;85,73;1002,71;5,84;265,72;0,000658;0;0;26,1028
279,79;85,54;1002,86;5,97;264,2;0,000955;0;0;29,8202
279,8;85,35;1003;6,11;262,75;0,001253;0;0;33,3305
279,82;85,16;1003,15;6,25;261,36;0,00155;0;0;36,5873
279,83;85,06;1003,27;6,42;260,37;0,002522;0;0;39,0382
279,82;85,04;1003,36;6,6;259,78;0,00417;0;0;40,5825
279,82;85,02;1003,45;6,78;259,21;0,005817;0;0;41,6923
279,81;85,01;1003,53;6,97;258,68;0,007465;0;0;42,3595
279,8;85,07;1003,59;7,01;258,4;0,008392;0;0;41,9695
279,77;85,21;1003,6;6,91;258,36;0,008599;0;0;40,5333
279,74;85,36;1003,62;6,82;258,31;0,008806;0;0;38,694
279,72;85,5;1003,64;6,72;258,27;0,009013;0;0;36,4893
279,69;85,66;1003,62;6,58;257,34;0,008585;0;0;33,7518
279,65;85,83;1003,56;6,41;255,47;0,007521;0;0;30,5562
279,61;86;1003,5;6,25;253,49;0,006456;0;0;27,1729
279,57;86,17;1003,44;6,09;251,41;0,005392;0;0;23,6566
279,53;86,26;1003,43;6,16;249,32;0,005794;0;0;18,9718
279,49;86,26;1003,47;6,46;247,43;0,007662;0;0;13,6225
279,45;86,26;1003,5;6,76;245,71;0,00953;0;0;8,976
279,41;86,26;1003,54;7,07;244,14;0,011397;0;0;5,1676
279,38;86,3;1003,55;7,32;242,66;0,012753;0;0;2,7307
279,36;86,37;1003,53;7,53;241,21;0,013598;0;0;1,1666
279,34;86,44;1003,51;7,74;239,85;0,014443;0;0;0,0978
279,32;86,51;1003,49;7,95;238,55;0,015287;0;0;0
279,31;86,53;1003,41;8,07;236,87;0,014913;0;0;0
279,31;86,5;1003,27;8,11;234,76;0,013321;0;0;0
279,32;86,47;1003,14;8,16;232,67;0,011729;0;0;0
279,32;86,45;1003;8,22;230,62;0,010137;0;0;0
279,34;86,36;1002,85;8,31;228,71;0,00934;0;0;0
279,36;86,21;1002,69;8,42;226,96;0,009339;0;0;0
279,38;86,06;1002,53;8,54;225,26;0,009338;0;0;0
279,4;85,91;1002,36;8,67;223,61;0,009337;0;0;0
279,41;85,67;1002,19;8,81;222,05;0,008997;0;0;0
279,43;85,34;1002,01;8,94;220,57;0,008318;0;0;0
279,45;85,01;1001,82;9,08;219,14;0,00764;0;0;0
279,47;84,69;1001,64;9,23;217,75;0,006961;0;0;0
279,48;84,2;1001,38;9,35;215,72;0,006089;0;0;0
279,47;83,54;1001,04;9,46;213,05;0,005023;0;0;0
279,46;82,89;1000,71;9,58;210,44;0,003958;0;0;0
279,45;82,23;1000,38;9,73;207,91;0,002892;0;0;0
279,42;82,03;1000,01;9,87;204,79;0,002871;0;0;0
279,35;82,27;999,6;10,04;201,11;0,003893;0;0;0
279,29;82,51;999,19;10,24;197,56;0,004916;0;0;0
279,23;82,75;998,79;10,48;194,16;0,005938;0;0;0
279,15;83,52;998,34;10,68;190,53;0,013513;0;0;0
279,06;84,84;997,86;10,84;186,62;0,027641;0;0;0
278,97;86,18;997,38;11,05;182,84;0,041768;0;0;0
278,88;87,52;996,9;11,31;179,22;0,055896;0;0;0
278,81;88,62;996,37;11,6;176,11;0,072696;0;0;0
278,76;89,46;995,78;11,91;173,48;0,09217;0;0;0
278,71;90,31;995,19;12,24;170,99;0,111644;0;0;0
278,65;91,16;994,6;12,59;168,63;0,131118;0;0;0
278,61;91,68;993,96;12,9;167,27;0,147933;0;0;0
278,58;91,87;993,28;13,16;166,8;0,162089;0;0;0
278,55;92,06;992,6;13,41;166,35;0,176245;0;0;0
278,52;92,25;991,92;13,67;165,91;0,190401;0;0;0
278,5;92,35;991,22;13,82;166,15;0,199428;0;0;0
278,49;92,36;990,51;13,86;167,04;0,203326;0;0;0
278,47;92,37;989,79;13,91;167,93;0,207224;0;0;0
278,46;92,38;989,08;13,96;168,81;0,211121;0;0;0
278,45;92,48;988,36;13,92;169,7;0,224181;0;0;0
278,46;92,65;987,63;13,8;170,62;0,246403;0;0;0
278,46;92,82;986,9;13,68;171,55;0,268624;0;0;0
278,46;93;986,17;13,56;172,5;0,290846;0;0;0
278,45;93,18;985,42;13,39;172,54;0,34517;0;0;0
278,41;93,38;984,67;13,16;171,63;0,431597;0;0;0
278,37;93,58;983,91;12,93;170,7;0,518024;0;0;0
278,33;93,78;983,15;12,71;169,73;0,604451;0;0;0
278,18;94,11;982,35;12,59;167,82;0,694956;0,00328;0;0
277,93;94,56;981,52;12,59;164,99;0,789538;0,009841;0;0
277,67;95;980,68;12,63;162,17;0,884121;0,016402;0;0
277,41;95,44;979,85;12,69;159,38;0,978703;0,022962;0;0
277,25;95,58;979,08;12,67;158,5;0,944147;0,030913;0;0
277,16;95,43;978,38;12,55;159,53;0,780451;0,040255;0;0
277,08;95,28;977,69;12,43;160,58;0,616755;0,049596;0;0
277;95,13;976,99;12,32;161,65;0,45306;0,058938;0;0
277,18;94,76;976,35;11,77;164,63;0,331356;0,055658;0;0
277,63;94,15;975,76;10,87;170,15;0,251644;0,039756;0;0
278,08;93,48;975,17;10,08;176,59;0,171932;0,023853;0;0
278,53;92,78;974,58;9,45;184,01;0,09222;0,007951;0;0
278,94;91,67;974,2;8,83;193,82;0,049705;0;0;0
279,32;90,18;974,02;8,41;206,49;0,044389;0;0;0
279,69;88,72;973,85;8,42;219,78;0,039072;0;0;0
280,07;87,28;973,67;8,88;232,36;0,033755;0;0;0
280,29;85,77;973,65;9,63;240,24;0,029074;0;0;0
280,37;84,18;973,8;10,42;244,14;0,025028;0;0;0
280,45;82,61;973,94;11,25;247,47;0,020983;0;0;0
280,53;81,05;974,09;12,12;250,33;0,016937;0;0;0
280,53;80,21;974,13;12,55;250,76;0,013641;0;0;0
280,46;80,09;974,06;12,55;249,04;0,011094;0;0;0,0036
280,39;79,96;973,99;12,56;247,33;0,008548;0;0;0,8188
280,33;79,82;973,92;12,58;245,62;0,006001;0;0;2,5225
280,25;80,08;973,82;12,44;243,23;0,0052;0;0;4,6532
280,15;80,73;973,68;12,16;240,07;0,006145;0;0;7,2805
280,06;81,38;973,55;11,91;236,76;0,007089;0;0;10,2708
279,97;82,04;973,41;11,71;233,33;0,008034;0;0;13,556
279,86;82,87;973,23;11,5;230,05;0,00994;0;0;15,3519
279,73;83,88;973,01;11,27;226,91;0,012807;0;0;15,0418
279,59;84,9;972,79;11,08;223,65;0,015674;0;0;14,1992
279,46;85,94;972,56;10,93;220,3;0,018541;0;0;12,8922
279,35;86,83;972,35;10,59;217,92;0,022047;0;0;11,7397
279,27;87,59;972,15;10,04;216,48;0,026191;0;0;10,8752
279,18;88,36;971,95;9,49;214,88;0,030336;0;0;9,8172
279,1;89,13;971,75;8,95;213,08;0,03448;0;0;8,6066
279,07;89,51;971,67;8,19;213,63;0,036744;0;0;7,446
279,08;89,49;971,7;7,21;217,31;0,037129;0;0;6,3738
279,1;89,46;971,73;6,27;222,11;0,037513;0;0;5,2619
279,11;89,44;971,77;5,39;228,55;0,037898;0;0;4,1427
279,14;89,31;971,94;4,69;239,27;0,037258;0;0;3,6676
279,18;89,08;972,25;4,33;254,76;0,035593;0;0;3,766
279,21;88,85;972,57;4,33;271,59;0,033928;0;0;3,7819
279,25;88,63;972,88;4,68;287,13;0,032264;0;0;3,7061
279,28;88,38;973,28;5,21;295,47;0,030955;0;0;3,3293
279,31;88,11;973,76;5,71;298,34;0,030002;0;0;2,7257
279,33;87,85;974,24;6,22;300,74;0,02905;0;0;2,1294
279,35;87,58;974,72;6,74;302,78;0,028097;0;0;1,5491
279,37;87,47;975,16;7,1;302,07;0,027771;0;0;0,9108
279,39;87,5;975,54;7,31;298,98;0,028072;0;0;0,3448
279,41;87,54;975,93;7,54;296,07;0,028373;0;0;0,027
279,42;87,58;976,31;7,79;293,34;0,028674;0;0;0
279,42;87,82;976,63;8,14;291,03;0,048909;0;0;0
279,39;88,26;976,89;8,57;289,16;0,089077;0;0;0
279,36;88,7;977,15;9,02;287,48;0,129246;0;0;0
279,34;89,14;977,41;9,47;285,95;0,169414;0;0;0
279,28;89,44;977,68;10,02;285,92;0,201806;0;0;0
279,2;89,59;977,95;10,67;287,15;0,226422;0;0;0
279,12;89,74;978,23;11,32;288,24;0,251039;0;0;0
279,03;89,89;978,51;11,98;289,21;0,275655;0;0;0
278,98;89,66;978,8;12,51;290,44;0,280696;0;0;0
278,94;89,06;979,12;12,91;291,92;0,266161;0;0;0
278,91;88,46;979,43;13,33;293,31;0,251627;0;0;0
278,88;87,85;979,75;13,75;294,61;0,237093;0;0;0
278,88;87,28;980,05;13,96;295,56;0,219561;0;0;0
278,92;86,75;980,33;13,96;296,21;0,199033;0;0;0
278,95;86,22;980,62;13,97;296,86;0,178504;0;0;0
278,99;85,69;980,9;13,98;297,51;0,157975;0;0;0
279,03;85,22;981,18;13,94;298,03;0,140041;0;0;0
279,08;84,8;981,46;13,86;298,42;0,124703;0;0;0
279,13;84,39;981,73;13,79;298,81;0,109364;0;0;0
279,18;83,97;982,01;13,71;299,2;0,094026;0;0;0
279,22;83,62;982,28;13,64;299,63;0,081277;0;0;0
279,24;83,32;982,56;13,59;300,07;0,071116;0;0;0
279,26;83,02;982,84;13,53;300,52;0,060955;0;0;0
279,27;82,72;983,11;13,48;300,97;0,050795;0;0;0
279,28;82,46;983,38;13,39;301,39;0,042494;0;0;0
279,28;82,23;983,65;13,28;301,79;0,036054;0;0;0
279,28;82;983,92;13,17;302,19;0,029614;0;0;0
279,28;81,77;984,18;13,06;302,59;0,023174;0;0;0
279,28;81,55;984,43;12,91;302,93;0,018646;0;0;0
279,28;81,36;984,67;12,73;303,19;0,016031;0;0;0
279,28;81,17;984,91;12,55;303,46;0,013416;0;0;0
279,28;80,98;985,14;12,37;303,74;0,0108;0;0;0
279,28;80,83;985,34;12,15;303,99;0,008968;0;0;0
279,28;80,72;985,51;11,89;304,22;0,007918;0;0;0
279,28;80,62;985,68;11,63;304,46;0,006869;0;0;0
279,28;80,51;985,85;11,37;304,71;0,005819;0;0;0
279,28;80,42;985,99;11,09;304,98;0,004927;0;0;0
279,28;80,35;986,09;10,79;305,29;0,004193;0;0;0
279,28;80,28;986,2;10,49;305,61;0,003458;0;0;0
279,28;80,21;986,3;10,2;305,95;0,002724;0;0;0
279,27;80,14;986,43;9,93;306,24;0,002239;0;0;0
279,27;80,08;986,58;9,69;306,47;0,002004;0;0;0
279,27;80,02;986,73;9,46;306,72;0,001768;0;0;0
279,27;79,95;986,88;9,23;306,98;0,001533;0;0;0
279,27;79,9;987,05;9,03;306,98;0,001407;0;0;0
279,27;79,85;987,24;8,89;306,7;0,001389;0;0;0
279,27;79,8;987,42;8,74;306,41;0,001372;0;0;0
279,27;79,76;987,6;8,6;306,11;0,001354;0;0;0
279,27;79,73;987,77;8,47;305,69;0,001398;0;0;0
279,28;79,72;987,93;8,37;305,16;0,001503;0;0;0
279,28;79,71;988,08;8,26;304,61;0,001608;0;0;0
279,29;79,7;988,23;8,16;304,06;0,001713;0;0;0
279,29;79,69;988,39;8,06;303,6;0,001765;0;0;0
279,29;79,7;988,55;7,95;303,24;0,001766;0;0;0
279,29;79,7;988,71;7,85;302,88;0,001766;0;0;0
279,3;79,7;988,86;7,74;302,5;0,001767;0;0;0
279,3;79,7;988,99;7,6;301,82;0,001746;0;0;0
279,3;79,69;989,08;7,44;300,81;0,001703;0;0;0
279,3;79,69;989,18;7,27;299,75;0,001661;0;0;0
279,3;79,68;989,27;7,11;298,64;0,001618;0;0;0
279,31;79,66;989,38;6,95;297,42;0,001554;0;0;0
279,32;79,63;989,49;6,8;296,09;0,001469;0;0;0
279,34;79,6;989,61;6,65;294,69;0,001383;0;0;0
279,35;79,57;989,72;6,51;293,23;0,001298;0;0;0
279,37;79,5;989,83;6,37;291,83;0,001213;0;0;0
279,4;79,41;989,94;6,24;290,48;0,001127;0;0;0,0056
279,43;79,32;990,04;6,11;289,08;0,001042;0;0;1,6986
279,46;79,22;990,15;5,98;287,61;0,000956;0;0;5,295
279,48;79,17;990,21;5,87;286,05;0,00093;0;0;9,2755
279,5;79,15;990,23;5,77;284,39;0,000963;0;0;13,2455
279,52;79,13;990,24;5,68;282,68;0,000996;0;0;17,3301
279,54;79,11;990,26;5,59;280,91;0,001028;0;0;21,4717
279,55;79,18;990,24;5,5;279;0,001028;0;0;25,3028
279,55;79,34;990,19;5,41;276,93;0,000993;0;0;28,6646
279,54;79,5;990,14;5,34;274,81;0,000958;0;0;31,7921
279,54;79,66;990,09;5,27;272,63;0,000923;0;0;34,6496
279,53;79,91;990,02;5,22;270,52;0,000972;0;0;36,6437
279,52;80,23;989,92;5,18;268,51;0,001104;0;0;37,6789
279,5;80,56;989,83;5,15;266,48;0,001235;0;0;38,2908
279,49;80,89;989,74;5,13;264,43;0,001367;0;0;38,4855
279,47;81,23;989,63;5,08;263,03;0,001642;0;0;37,8306
279,45;81,58;989,52;4,99;262,27;0,002058;0;0;36,3459
279,43;81,92;989,4;4,9;261,47;0,002475;0;0;34,5095
279,41;82,27;989,28;4,81;260,65;0,002892;0;0;32,3618
279,39;82,64;989,14;4,67;260,24;0,003464;0;0;29,2886
279,35;83,01;988,98;4,47;260,27;0,004189;0;0;25,4382
279,32;83,39;988,83;4,27;260,31;0,004915;0;0;21,5799
279,28;83,77;988,67;4,07;260,34;0,005641;0;0;17,7984
279,24;84,11;988,52;3,86;260,19;0,006547;0;0;13,8628
279,2;84,4;988,38;3,64;259,81;0,007631;0;0;9,9785
279,15;84,69;988,25;3,41;259,38;0,008716;0;0;6,5991
279,11;84,99;988,11;3,19;258,9;0,0098;0;0;3,8222
279,08;85,18;987,96;2,93;257,51;0,010893;0;0;1,9315
279,06;85,27;987,81;2,63;254,91;0,011995;0;0;0,7468
279,04;85,36;987,66;2,34;251,65;0,013097;0;0;0,0758
279,02;85,44;987,51;2,06;247,5;0,014198;0;0;0
279,02;85,58;987,38;1,82;240,96;0,018872;0;0;0
279,03;85,77;987,26;1,63;231,43;0,027119;0;0;0
279,04;85,97;987,14;1,5;219,84;0,035366;0;0;0
279,04;86,16;987,03;1,44;206,67;0,043612;0;0;0
279,05;86,53;986,91;1,49;193,83;0,052443;0;0;0
279,04;87,1;986,81;1,65;183,26;0,061859;0;0;0
279,03;87,66;986,7;1,84;174,73;0,071275;0;0;0
279,02;88,23;986,59;2,07;167,97;0,080691;0;0;0
279,01;88,77;986,47;2,34;163,13;0,08933;0;0;0
279,01;89,29;986,33;2,63;159,78;0,097192;0;0;0
279,01;89,81;986,19;2,92;157,09;0,105055;0;0;0
279,01;90,33;986,04;3,22;154,9;0,112917;0;0;0
279;90,78;985,9;3,51;153,94;0,121836;0;0;0
278,99;91,17;985,76;3,77;153,94;0,131813;0;0;0
278,97;91,57;985,61;4,04;153,94;0,14179;0;0;0
278,96;91,96;985,47;4,31;153,93;0,151766;0;0;0
278,94;92,25;985,31;4,53;153,74;0,156348;0;0;0
278,92;92,43;985,14;4,72;153,37;0,155535;0;0;0
278,9;92,61;984,97;4,9;153,03;0,154722;0;0;0
278,88;92,79;984,81;5,09;152,72;0,153908;0;0;0
278,86;92,92;984,64;5,26;152,27;0,157247;0;0;0
278,82;93,01;984,47;5,41;151,7;0,164737;0;0;0
278,79;93,1;984,31;5,56;151,16;0,172228;0;0;0
278,75;93,19;984,14;5,71;150,65;0,179718;0;0;0
278,72;93,26;983,96;5,77;150,65;0,191118;0;0;0
278,69;93,32;983,77;5,74;151,13;0,206426;0;0;0
278,66;93,37;983,58;5,71;151,63;0,221735;0;0;0
278,62;93,43;983,39;5,67;152,12;0,237044;0;0;0
278,61;93,44;983,19;5,58;153,31;0,247544;0;0;0
278,6;93,41;982,99;5,43;155,28;0,253234;0;0;0
278,6;93,39;982,8;5,28;157,35;0,258924;0;0;0
278,59;93,36;982,6;5,15;159,54;0,264614;0;0;0
278,61;93,31;982,42;4,95;163,01;0,260198;0;0;0
278,65;93,24;982,26;4,71;168,06;0,245677;0;0;0
278,68;93,17;982,1;4,51;173,61;0,231155;0;0;0
278,72;93,1;981,93;4,35;179,61;0,216633;0;0;0
278,76;93,02;981,81;4,2;185,2;0,201284;0;0;0
278,82;92,92;981,73;4,02;190,43;0,185107;0;0;0
278,87;92,82;981,64;3,88;196,09;0,168931;0;0;0
278,93;92,71;981,56;3,78;202,11;0,152754;0;0;0
278,97;92,6;981,52;3,6;207,33;0,135887;0;0;0
278,98;92,48;981,51;3,32;212,09;0,11833;0;0;0
279;92,36;981,51;3,07;217,67;0,100774;0;0;0
279,02;92,24;981,5;2,85;224,17;0,083217;0;0;0
279,02;92,18;981,54;2,53;231,44;0,071445;0;0;0
279,01;92,19;981,61;2,11;241,01;0,065456;0;0;0
278,99;92,19;981,69;1,78;254,66;0,059467;0;0;0
278,98;92,19;981,76;1,59;272,95;0,053478;0;0;0
278,94;92,2;981,91;1,52;296,47;0,05207;0;0;0
278,87;92,23;982,14;1,68;321,63;0,055242;0;0;0
278,81;92,25;982,36;2,09;339,68;0,058415;0;0;0
278,74;92,28;982,58;2,63;351,1;0,061587;0;0;0
278,64;92,3;982,87;3,2;358,34;0,068189;0;0;0
278,5;92,31;983,22;3,77;3,3;0,078222;0;0;0
278,37;92,31;983,57;4,36;6,95;0,088254;0;0;0
278,23;92,31;983,91;4,96;9,72;0,098286;0;0;0
278,09;92,28;984,3;5,47;10,92;0,102786;0;0;0
277,95;92,23;984,74;5,88;11,03;0,101754;0;0;0
277,81;92,16;985,17;6,3;11,13;0,100721;0;0;0
277,67;92,08;985,61;6,71;11,21;0,099689;0;0;0
277,55;91,87;986,05;6,96;10,82;0,093724;0;0;0
277,46;91,51;986,49;7,06;9,98;0,082826;0;0;0
277,37;91,14;986,93;7,16;9,16;0,071929;0;0;0
277,28;90,76;987,37;7,26;8,36;0,061031;0;0;0
277,23;90,32;987,78;7,23;7,55;0,050294;0;0;0
277,21;89,82;988,17;7,07;6,68;0,039718;0;0;0,0101
277,18;89,31;988,56;6,91;5,76;0,029141;0;0;0,9267
277,16;88,81;988,95;6,75;4,8;0,018565;0;0;2,7108
277,16;88,27;989,31;6,49;3,64;0,011791;0;0;5,1506
277,19;87,71;989,64;6,14;2,19;0,008818;0;0;8,5311
277,21;87,14;989,97;5,8;0,57;0,005846;0;0;12,5477
277,23;86,58;990,3;5,46;358,75;0,002873;0;0;17,0965
277,26;85,95;990,61;5,09;356,6;0,001369;0;0;21,4105
277,29;85,27;990,89;4,71;354;0,001333;0;0;25,1685
277,32;84,59;991,18;4,33;350,94;0,001298;0;0;28,8861
277,35;83,91;991,46;3,97;347,31;0,001262;0;0;32,4975
277,38;83,24;991,7;3,64;343,45;0,001343;0;0;34,8543
277,41;82,59;991,9;3,35;339,4;0,00154;0;0;35,7721
277,44;81,94;992,1;3,08;334,61;0,001738;0;0;36,2878
277,46;81,29;992,3;2,83;328,94;0,001935;0;0;36,4091
277,49;80,7;992,49;2,61;323,13;0,002034;0;0;35,8849
277,53;80,19;992,65;2,4;317,21;0,002035;0;0;34,7321
277,56;79,67;992,82;2,22;310,26;0,002036;0;0;33,2391
