Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
277,73;95,88;996,94;3,93;252,68;0,003387;0;0;0
277,66;96,21;997,1;3,89;253,63;0,003409;0;0;0
277,59;96,54;997,25;3,85;254,6;0,003431;0;0;0
277,54;96,75;997,43;3,85;255,54;0,003527;0;0;0
277,52;96,84;997,62;3,9;256,43;0,003696;0;0;0
277,5;96,93;997,81;3,95;257,29;0,003865;0;0;0
277,48;97,02;998;4,01;258,12;0,004034;0;0;0
277,47;97,02;998,2;4,09;258,83;0,004024;0;0;0
277,48;96,93;998,4;4,19;259,41;0,003836;0;0;0
277,49;96,84;998,59;4,3;259,95;0,003647;0;0;0
277,49;96,74;998,79;4,4;260,47;0,003459;0;0;0
277,5;96,64;998,98;4,48;260,86;0,003223;0;0;0
277,5;96,51;999,15;4,54;261,14;0,002941;0;0;0
277,51;96,39;999,32;4,59;261,41;0,002659;0;0;0
277,52;96,27;999,5;4,65;261,67;0,002377;0;0;0
277,54;96,1;999,66;4,67;261,68;0,002144;0;0;0
277,57;95,89;999,82;4,65;261,44;0,001959;0;0;0,144
277,61;95,69;999,98;4,63;261,2;0,001774;0;0;1,7189
277,64;95,48;1000,14;4,62;260,95;0,001589;0;0;4,0237
277,72;95,21;1000,3;4,6;260,45;0,001411;0;0;6,5841
277,83;94,88;1000,45;4,59;259,7;0,001241;0;0;9,2071
277,94;94,54;1000,6;4,58;258,93;0,00107;0;0;11,9494
278,05;94,2;1000,76;4,57;258,17;0,0009;0;0;14,7662
278,16;93,9;1000,9;4,58;256,86;0,000856;0;0;17,6658
278,26;93,63;1001,04;4,61;255,02;0,000937;0;0;20,6165
278,35;93,36;1001,18;4,64;253,22;0,001019;0;0;23,5174
278,45;93,09;1001,32;4,69;251,44;0,0011;0;0;26,3151
278,54;92,79;1001,43;4,76;250,07;0,001828;0;0;28,8753
278,63;92,47;1001,52;4,88;249,13;0,003202;0;0;31,1368
278,71;92,14;1001,6;5;248,23;0,004576;0;0;33,1295
278,8;91,82;1001,68;5,11;247,38;0,005951;0;0;34,8066
278,86;91,54;1001,77;5,17;246,98;0,008038;0;0;35,5743
278,89;91,29;1001,85;5,15;247;0,010838;0;0;35,4096
278,92;91,04;1001,93;5,14;247,03;0,013639;0;0;34,8543
278,95;90,79;1002,02;5,13;247,06;0,016439;0;0;33,9029
278,92;90,8;1002,07;5,02;246,77;0,016798;0;0;31,9644
278,83;91,06;1002,08;4,8;246,12;0,014716;0;0;29,1449
278,73;91,33;1002,1;4,59;245,42;0,012634;0;0;26,0999
278,63;91,59;1002,11;4,38;244,64;0,010552;0;0;22,8691
278,43;92,19;1002,1;4,22;243,38;0,009189;0;0;18,9008
278,12;93,11;1002,07;4,1;241,61;0,008544;0;0;14,5034
277,81;94,04;1002,04;3,98;239,74;0,0079;0;0;10,4394
277,5;94,97;1002;3,87;237,76;0,007255;0;0;6,7948
277,35;95,36;1002,01;3,99;236,07;0,007467;0;0;3,6894
277,36;95,22;1002,08;4,34;234,92;0,008535;0;0;1,1255
277,37;95,07;1002,14;4,68;233,94;0,009604;0;0;0,0005
277,38;94,93;1002,2;5,03;233,09;0,010672;0;0;0
277,41;94,71;1002,21;5,25;231,97;0,010953;0;0;0
277,48;94,42;1002,17;5,34;230,53;0,010447;0;0;0
277,54;94,13;1002,13;5,44;229,15;0,009941;0;0;0
277,61;93,84;1002,09;5,54;227,81;0,009435;0;0;0
277,65;93,63;1002;5,59;226,22;0,00894;0;0;0
277,66;93,51;1001,87;5,6;224,36;0,008455;0;0;0
277,68;93,39;1001,74;5,61;222,51;0,007971;0;0;0
277,69;93,28;1001,61;5,63;220,67;0,007486;0;0;0
277,69;93,23;1001,49;5,67;218,95;0,007286;0;0;0
277,68;93,27;1001,39;5,74;217,34;0,007371;0;0;0
277,66;93,3;1001,3;5,81;215,78;0,007455;0;0;0
277,64;93,33;1001,2;5,88;214,25;0,00754;0;0;0
277,62;93,38;1001,04;5,93;212,02;0,007294;0;0;0
277,6;93,43;1000,8;5,97;209,11;0,006717;0;0;0
277,57;93,48;1000,57;6,03;206,24;0,006141;0;0;0
277,55;93,54;1000,33;6,1;203,43;0,005565;0;0;0
277,5;93,6;1000,05;6,19;200,5;0,004959;0;0;0
277,45;93,68;999,73;6,32;197,49;0,004325;0;0;0
277,39;93,75;999,41;6,45;194,6;0,00369;0;0;0
277,33;93,83;999,09;6,61;191,84;0,003056;0;0;0
277,28;93,88;998,76;6,74;189,35;0,002844;0;0;0
277,24;93,92;998,4;6,86;187,08;0,003056;0;0;0
277,19;93,95;998,05;6,98;184,89;0,003268;0;0;0
277,15;93,99;997,7;7,11;182,78;0,00348;0;0;0
277,1;94,04;997,31;7,22;180,2;0,006571;0;0;0
277,05;94,1;996,88;7,32;177,17;0,012541;0;0;0
276,99;94,16;996,45;7,43;174,21;0,018512;0;0;0
276,94;94,23;996,02;7,56;171,36;0,024482;0;0;0
276,9;94,26;995,53;7,75;168,49;0,035222;0;0;0
276,87;94,26;994,97;7,98;165,67;0,05073;0;0;0
276,84;94,26;994,41;8,24;163,01;0,066239;0;0;0
276,81;94,26;993,86;8,51;160,52;0,081747;0;0;0
276,79;94,25;993,23;8,79;158,47;0,099736;0;0;0
276,77;94,21;992,54;9,07;156,82;0,120204;0;0;0
276,76;94,18;991,85;9,35;155,26;0,140672;0;0;0
276,75;94,15;991,16;9,64;153,8;0,161141;0;0;0
276,73;94,1;990,44;9,9;153,19;0,181434;0;0;0
276,71;94,03;989,68;10,11;153,34;0,201554;0;0;0
276,7;93,96;988,92;10,32;153,49;0,221673;0;0;0
276,68;93,89;988,16;10,53;153,64;0,241793;0;0;0
276,64;93,84;987,38;10,68;153,9;0,27477;0;0,000004;0
276,58;93,82;986,59;10,76;154,26;0,320604;0;0,000011;0
276,51;93,79;985,79;10,83;154,63;0,366439;0;0,000018;0
276,45;93,76;984,99;10,91;154,98;0,412273;0;0,000025;0
276,31;93,92;984,19;10,97;154,89;0,459763;0,01137;0,000106;0
276,1;94,25;983,38;11,01;154,35;0,50891;0,03411;0,000261;0
275,89;94,57;982,57;11,04;153,82;0,558056;0,05685;0,000417;0
275,68;94,89;981,76;11,08;153,29;0,607202;0,07959;0,000572;0
275,47;95,08;980,96;10,98;152,35;0,608194;0,128571;0,001453;0
275,26;95,12;980,16;10,73;150,93;0,561032;0,203794;0,003059;0
275,06;95,15;979,37;10,49;149,45;0,513871;0,279017;0,004666;0
274,85;95,17;978,57;10,26;147,91;0,466709;0,35424;0,006272;0
274,76;95,09;977,84;10,1;147,68;0,416073;0,355462;0,008021;0
274,8;94,94;977,18;10,02;148,83;0,361961;0,282684;0,009912;0
274,83;94,79;976,52;9,94;150;0,30785;0,209905;0,011803;0
274,87;94,64;975,86;9,87;151,19;0,253738;0,137127;0,013693;0
275;94,55;975,29;9,59;154,18;0,221801;0,088485;0,014883;0
275,25;94,5;974,82;9,16;159,32;0,212039;0,063979;0,015373;0
275,49;94,43;974,34;8,8;164,91;0,202277;0,039472;0,015862;0
275,74;94,34;973,87;8,54;170,91;0,192515;0,014966;0,016352;0
276,04;94;973,56;8,13;178,08;0,174016;0,002747;0,016565;0
276,39;93,42;973,41;7,64;187,08;0,14678;0,002814;0,016503;0
276,74;92,82;973,26;7,35;197,03;0,119544;0,002882;0,01644;0
277,09;92,19;973,11;7,3;207,45;0,092307;0,002949;0,016378;0
277,42;91,45;973;7,41;216,66;0,070239;0,00261;0,01622;0
277,73;90,6;972,93;7,6;224,5;0,053337;0,001864;0,015965;0,0483
278,04;89,75;972,87;7,92;231,85;0,036436;0,001119;0,01571;0,608
278,35;88,89;972,8;8,36;238,52;0,019535;0,000373;0,015455;1,4352
278,54;88,28;972,75;8,72;241,87;0,010383;0;0,015176;2,6174
278,61;87,92;972,73;8,92;242,46;0,008979;0;0,014873;4,3232
278,69;87,55;972,71;9,12;243,01;0,007576;0;0,014571;6,3588
278,76;87,19;972,69;9,33;243,54;0,006172;0;0,014268;8,6688
278,79;87,09;972,65;9,39;242,63;0,006144;0;0,013964;10,9857
278,77;87,26;972,57;9,31;240,25;0,007492;0;0,013661;13,1877
278,74;87,43;972,5;9,26;237,84;0,00884;0;0,013357;15,4155
278,72;87,6;972,43;9,22;235,4;0,010188;0;0,013053;17,6223
278,67;87,95;972,35;9,03;232,49;0,013919;0;0,012779;18,9978
278,59;88,5;972,24;8,69;228,91;0,020034;0;0,012534;19,421
278,51;89,06;972,14;8,39;225,06;0,026149;0;0,012289;19,626
278,44;89,61;972,03;8,14;220,95;0,032264;0;0,012044;19,617
278,35;90,14;971,96;7,83;217,3;0,039355;0;0,011835;18,6254
278,25;90,62;971,91;7,46;214,07;0,047422;0;0,011664;16,685
278,14;91,11;971,86;7,11;210,5;0,055489;0;0,011493;14,6268
278,04;91,61;971,82;6,79;206,6;0,063556;0;0,011322;12,5071
277,96;92,04;971,81;6,36;203,97;0,067551;0;0,011183;10,484
277,89;92,4;971,85;5,78;202,72;0,067473;0;0,011076;8,5946
277,82;92,77;971,89;5,2;201,2;0,067395;0;0,010968;6,7794
277,75;93,14;971,93;4,62;199,3;0,067317;0;0,010861;5,0851
277,7;93,44;972,04;4,05;199,53;0,064835;0;0,010773;3,7287
277,67;93,68;972,23;3,48;202,94;0,059949;0;0,010704;2,6779
277,64;93,91;972,43;2,94;207,65;0,055063;0;0,010635;1,765
277,61;94,15;972,62;2,42;214,45;0,050177;0;0,010566;1,016
277,58;94,3;972,88;2,14;224,02;0,044281;0;0,010504;0,5178
277,55;94,35;973,21;2,12;234,32;0,037376;0;0,010449;0,1799
277,52;94,41;973,54;2,16;244,48;0,030472;0;0,010395;0,0025
277,5;94,46;973,87;2,27;253,94;0,023567;0;0,01034;0
277,48;94,48;974,19;2,53;259,82;0,018852;0;0,010287;0
277,47;94,47;974,5;2,9;262,33;0,016327;0;0,010236;0
277,46;94,46;974,81;3,26;264,28;0,013802;0;0,010186;0
277,46;94,45;975,11;3,64;265,83;0,011277;0;0,010135;0
277,46;94,44;975,37;4;266,92;0,014763;0;0,010083;0
277,48;94,43;975,59;4,36;267,66;0,02426;0;0,010029;0
277,5;94,42;975,8;4,72;268,29;0,033757;0;0,009975;0
277,52;94,42;976,01;5,08;268,84;0,043254;0;0,009921;0
277,52;94,42;976,21;5,42;270,09;0,058851;0;0,00986;0
277,51;94,44;976,39;5,77;271,92;0,080549;0;0,009793;0
277,5;94,46;976,57;6,11;273,55;0,102247;0;0,009726;0
277,49;94,47;976,75;6,47;275,01;0,123945;0;0,009659;0
277,46;94,4;976,94;6,79;276,47;0,140686;0;0,009582;0
277,42;94,24;977,15;7,09;277,96;0,15247;0;0,009497;0
277,39;94,08;977,35;7,39;279,34;0,164254;0;0,009412;0
277,35;93,91;977,56;7,69;280,6;0,176039;0;0,009326;0
277,31;93,74;977,78;7,95;281,62;0,180462;0;0,00923;0
277,28;93,56;978,02;8,15;282,42;0,177524;0;0,009124;0
277,24;93,39;978,26;8,35;283,19;0,174587;0;0,009017;0
277,2;93,21;978,5;8,56;283,92;0,171649;0;0,00891;0
277,19;93,02;978,75;8,69;284,34;0,167997;0;0,008802;0
277,19;92,83;978,99;8,74;284,45;0,16363;0;0,008692;0
277,2;92,64;979,24;8,8;284,57;0,159263;0;0,008582;0
277,2;92,45;979,49;8,86;284,68;0,154897;0;0,008471;0
277,22;92,25;979,74;8,9;284,76;0,150898;0;0,008361;0
277,24;92,04;979,99;8,93;284,81;0,147266;0;0,008251;0
277,27;91,82;980,25;8,96;284,86;0,143635;0;0,008141;0
277,29;91,61;980,5;8,99;284,91;0,140004;0;0,00803;0
277,31;91,39;980,74;9,03;285,05;0,135919;0;0,00792;0
277,33;91,16;980,98;9,08;285,26;0,131381;0;0,00781;0
277,35;90,93;981,22;9,13;285,47;0,126842;0;0,0077;0
277,36;90,69;981,45;9,19;285,68;0,122304;0;0,007589;0
277,37;90,49;981,67;9,21;285,99;0,114755;0;0,00748;0
277,38;90,33;981,87;9,19;286,39;0,104195;0;0,00737;0
277,38;90,16;982,06;9,18;286,8;0,093634;0;0,007261;0
277,38;89,99;982,26;9,17;287,2;0,083074;0;0,007152;0
277,38;89,85;982,44;9,11;287,71;0,072673;0;0,007049;0
277,37;89,73;982,6;8,99;288,34;0,062429;0;0,006953;0
277,36;89,62;982,76;8,87;288,98;0,052186;0;0,006857;0
277,36;89,5;982,91;8,76;289,64;0,041943;0;0,006761;0
277,34;89,4;983,09;8,62;290,24;0,033775;0;0,006675;0
277,33;89,34;983,28;8,46;290,79;0,027681;0;0,0066;0
277,31;89,27;983,47;8,3;291,36;0,021588;0;0,006524;0
277,29;89,2;983,66;8,14;291,96;0,015495;0;0,006448;0
277,27;89,15;983,87;8;292,32;0,011536;0;0,00638;0
277,24;89,11;984,08;7,87;292,43;0,009711;0;0,00632;0
277,21;89,06;984,3;7,75;292,55;0,007886;0;0,006259;0
277,18;89,02;984,51;7,63;292,67;0,006062;0;0,006199;0
277,16;88,98;984,72;7,49;292,61;0,005005;0;0,006146;0
277,13;88,95;984,92;7,36;292,36;0,004717;0;0,0061;0
277,11;88,91;985,12;7,22;292,1;0,004429;0;0,006053;0
277,08;88,87;985,33;7,08;291,82;0,00414;0;0,006007;0
277,06;88,84;985,53;6,96;291,63;0,003858;0;0,005967;0
277,03;88,8;985,72;6,86;291,52;0,003581;0;0,005934;0
277;88,76;985,92;6,76;291,41;0,003304;0;0,0059;0
276,98;88,71;986,12;6,66;291,3;0,003028;0;0,005867;0
276,95;88,7;986,29;6,56;291,15;0,002896;0;0,005837;0
276,91;88,71;986,44;6,44;290,97;0,002908;0;0,005812;0
276,87;88,72;986,58;6,33;290,78;0,002921;0;0,005786;0
276,84;88,74;986,73;6,21;290,59;0,002933;0;0,005761;0
276,8;88,79;986,87;6,09;290,07;0,002928;0;0,00574;0
276,75;88,88;987,01;5,96;289,21;0,002906;0;0,005725;0
276,7;88,98;987,15;5,83;288,31;0,002884;0;0,005709;0
276,66;89,07;987,29;5,71;287,38;0,002862;0;0,005693;0
276,66;89,05;987,44;5,62;286,29;0,002749;0;0,005678;0
276,71;88,92;987,58;5,57;285,07;0,002546;0;0,005663;0,3136
276,76;88,78;987,73;5,52;283,83;0,002342;0;0,005648;2,8055
276,81;88,65;987,88;5,47;282,57;0,002139;0;0,005633;5,693
276,91;88,39;987,98;5,45;281,35;0,002045;0;0,00561;8,6799
277,06;88;988,03;5,44;280,16;0,00206;0;0,00558;11,8727
277,22;87,61;988,08;5,43;278,98;0,002075;0;0,00555;15,1279
277,37;87,23;988,13;5,42;277,79;0,002091;0;0,00552;18,4001
277,51;86,9;988,15;5,4;276,5;0,0021;0;0,005482;21,1703
277,64;86,63;988,13;5,37;275,09;0,002104;0;0,005435;23,2541
277,76;86,36;988,1;5,34;273,68;0,002108;0;0,005389;25,0627
277,88;86,09;988,08;5,32;272,25;0,002111;0;0,005342;26,587
277,98;85,89;988,04;5,29;270,8;0,002165;0;0,005292;27,6853
278,05;85,76;987,97;5,26;269,33;0,002269;0;0,005238;28,3386
278,11;85,64;987,91;5,24;267,85;0,002373;0;0,005184;28,678
278,18;85,51;987,84;5,21;266,35;0,002478;0;0,00513;28,7084
278,22;85,53;987,78;5,16;265,25;0,002762;0;0,005078;28,1892
278,23;85,7;987,71;5,09;264,53;0,003225;0;0,005027;27,1367
278,24;85,86;987,65;5,01;263,8;0,003689;0;0,004976;25,8222
278,24;86,03;987,58;4,93;263,04;0,004153;0;0,004925;24,271
278,21;86,41;987,5;4,78;262,63;0,004595;0;0,00488;22,4434
278,13;87,01;987,39;4,56;262,59;0,005014;0;0,004842;20,3778
278,05;87,61;987,29;4,34;262,55;0,005434;0;0,004804;18,1748
277,98;88,22;987,18;4,12;262,5;0,005853;0;0,004767;15,8661
277,83;88,99;987,09;3,88;262,34;0,006205;0;0,004738;13,0506
277,61;89,93;986,99;3,61;262,04;0,00649;0;0,004719;9,9485
277,4;90,87;986,9;3,35;261,69;0,006775;0;0,0047;7,1163
277,18;91,83;986,8;3,08;261,29;0,00706;0;0,004682;4,6177
277,04;92,5;986,7;2,86;260,42;0,007501;0;0,004668;2,5795
276,96;92,87;986,59;2,7;259,03;0,008098;0;0,00466;0,9429
276,88;93,24;986,48;2,54;257,47;0,008695;0;0,004653;0,023
276,81;93,61;986,37;2,38;255,7;0,009292;0;0,004645;0
276,79;93,75;986,27;2,22;252,56;0,011091;0;0,004637;0
276,83;93,64;986,16;2,07;247,74;0,01409;0;0,00463;0
276,88;93,54;986,06;1,93;242,19;0,017089;0;0,004622;0
276,92;93,43;985,96;1,82;235,87;0,020088;0;0,004615;0
276,96;93,42;985,88;1,75;228,34;0,024481;0;0,004607;0
277;93,5;985,82;1,74;220;0,030267;0;0,004599;0
277,03;93,58;985,75;1,77;211,73;0,036054;0;0,004591;0
277,06;93,66;985,69;1,83;203,86;0,04184;0;0,004583;0
277,07;93,93;985,61;1,92;197,21;0,046498;0;0,004575;0
277,06;94,41;985,5;2,03;191,74;0,050028;0;0,004566;0
277,04;94,89;985,4;2,15;186,87;0,053558;0;0,004556;0
277,03;95,36;985,3;2,29;182,55;0,057088;0;0,004547;0
277,02;95,76;985,18;2,42;179,59;0,062049;0;0,004538;0
277,03;96,08;985,06;2,55;177,76;0,068442;0;0,004528;0
277,04;96,39;984,94;2,68;176,1;0,074834;0;0,004518;0
277,04;96,71;984,81;2,81;174,59;0,081226;0;0,004508;0
277,05;96,9;984,68;2,92;173,16;0,08835;0;0,004496;0
277,07;96,96;984,53;3;171,75;0,096206;0;0,004483;0
277,09;97,02;984,38;3,09;170,41;0,104062;0;0,00447;0
277,1;97,08;984,24;3,17;169,15;0,111917;0;0,004457;0
277,11;97,07;984,08;3,23;167,5;0,117612;0;0,004441;0
277,12;97;983,93;3,27;165,46;0,121144;0;0,004425;0
277,12;96,92;983,77;3,3;163,47;0,124677;0;0,004408;0
277,12;96,85;983,61;3,35;161,52;0,128209;0;0,004391;0
277,12;96,72;983,45;3,38;159,87;0,134102;0;0,004373;0
277,12;96,54;983,27;3,4;158,49;0,142355;0;0,004353;0
277,12;96,36;983,09;3,43;157,13;0,150608;0;0,004333;0
277,12;96,18;982,91;3,45;155,8;0,158861;0;0,004314;0
277,12;96;982,72;3,47;154,94;0,172296;0;0,004293;0
277,12;95,83;982,52;3,48;154,55;0,190913;0;0,004272;0
277,12;95,66;982,32;3,49;154,15;0,209529;0;0,004251;0
277,11;95,49;982,11;3,5;153,77;0,228146;0;0,004229;0
277,11;95,35;981,93;3,45;155,27;0,236901;0;0,004209;0
277,12;95,25;981,76;3,35;158,84;0,235795;0;0,00419;0
277,12;95,14;981,59;3,26;162,61;0,234689;0;0,00417;0
277,13;95,03;981,42;3,19;166,57;0,233582;0;0,004151;0
277,15;94,98;981,28;3,12;171,57;0,228932;0;0,004133;0
277,18;94,99;981,17;3,08;177,63;0,220737;0;0,004117;0
277,21;95;981,07;3,08;183,77;0,212543;0;0,0041;0
277,25;95,01;980,96;3,11;189,87;0,204348;0;0,004084;0
277,28;95,02;980,88;3,16;195,88;0,192692;0;0,004067;0
277,32;95,01;980,83;3,22;201,76;0,177574;0;0,004051;0
277,36;95;980,78;3,32;207,35;0,162456;0;0,004035;0
277,4;95;980,73;3,45;212,56;0,147338;0;0,004018;0
277,44;94,99;980,7;3,5;216,67;0,133253;0;0,004001;0
277,48;94,98;980,7;3,46;220,06;0,120202;0;0,003982;0
277,52;94,97;980,7;3,43;223,53;0,107151;0;0,003963;0
277,56;94,97;980,7;3,41;227,05;0,0941;0;0,003944;0
277,58;94,96;980,75;3,33;231,24;0,08396;0;0,003925;0
277,59;94,96;980,85;3,21;236,38;0,076731;0;0,003904;0
277,59;94,96;980,96;3,11;241,88;0,069503;0;0,003884;0
277,6;94,97;981,07;3,04;247,69;0,062274;0;0,003864;0
277,56;95,02;981,22;2,89;253,34;0,05791;0;0,003844;0
277,49;95,11;981,43;2,64;259,48;0,05641;0;0,003826;0
277,41;95,21;981,64;2,42;266,78;0,05491;0;0,003807;0
